nct_id,intervention_id,name,description,title
NCT01539863,73769814,maintenance care,"Participants will receive treatment at regular intervals during the study, a maximum of 12 and a minimum of 4 treatments as decided by the treating chiropractor",Treatment at regular intervals
NCT01539863,73769815,Treatment as needed,"Participants may never receive treatment, there is no upper limit",Treatment as needed
NCT03415464,74075781,Exercise,neuromuscular training,Functional training
NCT00561652,74076625,Education & Exercise,Education & Exercise,Education + exercise
NCT00561652,74076625,Education & Exercise,Education & Exercise,Education + exercise + chiropractic
NCT00561652,74076626,Chiropractic treatment (plus Education & Exercise),Chiropractic treatment (plus Education & Exercise),Education + exercise + chiropractic
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT Only
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT extended
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT extended with Activation Exercises
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT extended with Activation and Mobilizing Exercises
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT extended with Mobilizing Exercises
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT with Activation Exercises
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT with Mobilizing Exercises
NCT02868034,73965752,SMT,"All patients receive 2 SMT sessions in the first week. The subject is supine. The clinician stands opposite the side to be manipulated and side-bends the subject away from the side to manipulate. The side to be manipulated is the more painful. If the subject cannot identify a more painful side the clinician selects a side. The clinician rotates the subject, and delivers a high-velocity, low-amplitude (HVLA) thrust to the pelvis in a posterior/inferior direction. The clinician notes if a cavitation (ie, a ""pop"") occurred. If it does, SMT treatment is complete. If no cavitation occurs, the subject is repositioned and SMT is performed again. If no cavitation occurs on the second attempt, the clinician manipulates the opposite side. A maximum of 2 attempts per side is permitted. If no cavitation is noted by that time, SMT treatment is complete. Substitution with a side-posture HVLA technique is allowed if the preferred technique is not possible due to subject preference or comfort.",SMT with Mobilizing and Activation Exercises
NCT02868034,73965753,Mobilizing Exercises,Mobilizing exercises will include a program of repeated movements progressing into end-ranges of spinal flexion and/or extension shown in past studies to improve ROM and reduce spinal stiffness. Patients will be instructed in mid-range exercises and will be further assessed for a directional preference. A directional preference is present if movement in a particular direction decreases LBP intensity or causes symptoms to centralize towards the midline. If a subject has a directional preference he or she will be prescribed exercises specifically in that direction along with mid-range exercise. Otherwise the subject will be assigned exercises moving into either flexion or extension based on the clinician's discretion. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT extended with Activation and Mobilizing Exercises
NCT02868034,73965753,Mobilizing Exercises,Mobilizing exercises will include a program of repeated movements progressing into end-ranges of spinal flexion and/or extension shown in past studies to improve ROM and reduce spinal stiffness. Patients will be instructed in mid-range exercises and will be further assessed for a directional preference. A directional preference is present if movement in a particular direction decreases LBP intensity or causes symptoms to centralize towards the midline. If a subject has a directional preference he or she will be prescribed exercises specifically in that direction along with mid-range exercise. Otherwise the subject will be assigned exercises moving into either flexion or extension based on the clinician's discretion. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT extended with Mobilizing Exercises
NCT02868034,73965753,Mobilizing Exercises,Mobilizing exercises will include a program of repeated movements progressing into end-ranges of spinal flexion and/or extension shown in past studies to improve ROM and reduce spinal stiffness. Patients will be instructed in mid-range exercises and will be further assessed for a directional preference. A directional preference is present if movement in a particular direction decreases LBP intensity or causes symptoms to centralize towards the midline. If a subject has a directional preference he or she will be prescribed exercises specifically in that direction along with mid-range exercise. Otherwise the subject will be assigned exercises moving into either flexion or extension based on the clinician's discretion. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT with Mobilizing Exercises
NCT02868034,73965753,Mobilizing Exercises,Mobilizing exercises will include a program of repeated movements progressing into end-ranges of spinal flexion and/or extension shown in past studies to improve ROM and reduce spinal stiffness. Patients will be instructed in mid-range exercises and will be further assessed for a directional preference. A directional preference is present if movement in a particular direction decreases LBP intensity or causes symptoms to centralize towards the midline. If a subject has a directional preference he or she will be prescribed exercises specifically in that direction along with mid-range exercise. Otherwise the subject will be assigned exercises moving into either flexion or extension based on the clinician's discretion. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT with Mobilizing and Activation Exercises
NCT02868034,73965754,Activation Exercises,Activation exercises are designed to facilitate use of the lumbar multifidus muscle. Exercises will begin with isometric multifidus contractions in different positions with clinician feedback and exercises to isometrically co-contract the multifidus and deep abdominal muscles. Subjects will also perform lumbar extensor strengthening exercises shown to produce 20%-50% of multifidus maximum voluntary contraction. Subjects will continue to perform isometric exercises throughout treatment. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT extended with Activation Exercises
NCT02868034,73965754,Activation Exercises,Activation exercises are designed to facilitate use of the lumbar multifidus muscle. Exercises will begin with isometric multifidus contractions in different positions with clinician feedback and exercises to isometrically co-contract the multifidus and deep abdominal muscles. Subjects will also perform lumbar extensor strengthening exercises shown to produce 20%-50% of multifidus maximum voluntary contraction. Subjects will continue to perform isometric exercises throughout treatment. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT extended with Activation and Mobilizing Exercises
NCT02868034,73965754,Activation Exercises,Activation exercises are designed to facilitate use of the lumbar multifidus muscle. Exercises will begin with isometric multifidus contractions in different positions with clinician feedback and exercises to isometrically co-contract the multifidus and deep abdominal muscles. Subjects will also perform lumbar extensor strengthening exercises shown to produce 20%-50% of multifidus maximum voluntary contraction. Subjects will continue to perform isometric exercises throughout treatment. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT with Activation Exercises
NCT02868034,73965754,Activation Exercises,Activation exercises are designed to facilitate use of the lumbar multifidus muscle. Exercises will begin with isometric multifidus contractions in different positions with clinician feedback and exercises to isometrically co-contract the multifidus and deep abdominal muscles. Subjects will also perform lumbar extensor strengthening exercises shown to produce 20%-50% of multifidus maximum voluntary contraction. Subjects will continue to perform isometric exercises throughout treatment. Subjects will perform their prescribed exercises at treatment sessions and will be instructed to perform the exercises daily on other days.,SMT with Mobilizing and Activation Exercises
NCT02868034,73965755,SMT extended,This treatment involves 6 additional SMT sessions. Each SMT session is conducted as described previously.,SMT extended
NCT02868034,73965755,SMT extended,This treatment involves 6 additional SMT sessions. Each SMT session is conducted as described previously.,SMT extended with Activation Exercises
NCT02868034,73965755,SMT extended,This treatment involves 6 additional SMT sessions. Each SMT session is conducted as described previously.,SMT extended with Activation and Mobilizing Exercises
NCT02868034,73965755,SMT extended,This treatment involves 6 additional SMT sessions. Each SMT session is conducted as described previously.,SMT extended with Mobilizing Exercises
NCT00285649,74087004,HVLA-SM,"HVLA-SM, Experimental, high-velocity low amplitude spinal manipulation",HVLA-SM
NCT00285649,74087005,LVVA-SM,"LVVA-SM, Experimental, low velocity variable amplitude spinal manipulation",LVVA-SM
NCT00285649,74087006,Usual Medical Care,"Arm: Active Comparator: Usual Medical Care Usual Medical Care, Active Comparator, advice, exercises and medications (Celebrex, Aleve, Bextra, Naptoxen)",Usual Medical Care
NCT01221233,73971116,Neuromuscular Electrical Stimulation,"Neuromuscular Electrical Stimulation (NMES) to the low back muscles (i.e. spinal extensors) will be applied at the parameters previously used in the knee muscles at the maximal tolerable intensity, which results in a full, sustained isometric contraction of the back muscles. Pad placement will be just below the waist line, with 2, 2X2 inch pads, on either side of the spine. Participants will be positioned on their belly with 2 pillows under their stomach to level the spine and secured to a table using a belt that crosses the buttock.

The lumbar stabilization program will include exercises targeting the back muscles in three positions: standing, prone (belly), and quadruped (hands and knees).",NMES AND Stabilization Exercises
NCT01221233,73971117,Moist Heat,"For participants who do not receive NMES, moist heat will be applied for 15 minutes in a position of comfort for the participant.

The lumbar stabilization program will include exercises targeting the back muscles in three positions: standing, prone (belly), and quadruped (hands and knees).",Moist Heat AND Stabilization Exercises
NCT00118430,74139898,Stepped Care,"Stepped care will consist of 12 weeks of antidepressant therapy, followed by a pain self-management program (PSMP) in those who fail to achieve both a good pain and global clinical response to antidepressant therapy. Treatment will be delivered by a nurse depression-pain clinical specialist (DPCS) who will be trained in providing both components of the stepped care treatment. The DPCS will meet weekly to review cases with a physician-investigator who will also be available to discuss any management issues that arise between the weekly case meetings. All participants will have six clinical contacts with the DPCS during the acute treatment phase and two clinical contacts during the continuation phase to assess medication adherence, adverse effects, and depression response.",Stepped Care
NCT00118430,74139899,Antidepressants,"Participants will be assigned to one of the following antidepressant regimens: venlafaxine (37.5 mg, increased to 75, 150, 225 mg); duloxetine (60 mg, increased to 120 mg); fluoxetine (20 mg, increased to 30 to 40 mg); sertraline (50 mg, increased to 100 to 150 mg); citalopram (20 mg, increased to 30 to 40 mg); paroxetine (20 mg, increased to 30 to 40 mg); or nortriptyline (25 mg, increased to 50 to 75 mg).",Stepped Care
NCT00118430,74139900,Usual Care,This group will receive care as usual from their providers and completes the same outcome assessments as the stepped care group.,Usual Care
NCT03603028,74140454,Exergaming,Mixed Reality Gaming for Chronic Low Back Pain,Exergaming
